buy_date,latest_date,strategy,universe,ticker,name,sector,original_rank,current_rank,return,buy_close,latest_close,selection_reason,signal_reason
2026-08-28,2026-08-31,Aster Call,Aster Call,BG,Bunge Global,Consumer Staples,1,2,0.00666959,115.449997,116.220001,Aster当日前50,
2026-08-28,2026-08-31,Aster Call,Aster Call,LPLA,LPL Financial Holdings Inc. - Common Stock,,3,20,-0.00149719,370.690002,370.135010,Aster当日前50,
2026-08-28,2026-08-31,Aster Call,Aster Call,BMI,BADGER METER,Information Technology,23,34,0.00055349,135.524994,135.600006,Aster当日前50,
2026-08-28,2026-08-31,Aster Call,Aster Call,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",,29,24,0.01514127,237.100006,240.690002,Aster当日前50,
2026-08-28,2026-08-31,Aster Call,Aster Call,QCOM,Qualcomm,Information Technology,30,7,0.03830924,164.190002,170.479996,Aster当日前50,
2026-08-28,2026-08-31,Aster Call,Aster Call,LIVN,LIVANOVA PLC,Health Care,33,50,-0.00634963,80.320000,79.809998,Aster当日前50,
2026-08-28,2026-08-31,Aster Call,Aster Call,STEP,STEPSTONE GROUP CLASS A,Financials,37,13,0.03855322,50.320000,52.259998,Aster当日前50,
2026-08-28,2026-08-31,Aster Call,Aster Call,OXM,OXFORD INDUSTRIES INC,Consumer Discretionary,38,14,0.00013046,38.334999,38.340000,Aster当日前50,
2026-08-28,2026-08-31,Aster Call,Aster Call,SBAC,SBA Communications,Real Estate,39,32,-0.00675566,190.949997,189.660004,Aster当日前50,
2026-08-28,2026-08-31,Aster Call,Aster Call,CCI,Crown Castle,Real Estate,47,28,-0.00013121,76.169998,76.160004,Aster当日前50,
2026-08-28,2026-08-31,Aster Call,Aster Call,APD,Air Products,Materials,49,25,0.00488654,307.989990,309.494995,Aster当日前50,
2026-08-27,2026-08-31,Aster Call,Aster Call,WMB,Williams Companies,Energy,7,35,0.01132081,74.199997,75.040001,Aster当日前50,
2026-08-27,2026-08-31,Aster Call,Aster Call,FFIV,"F5, Inc.",Information Technology,14,11,-0.00753253,410.220001,407.130005,Aster当日前50,
2026-08-27,2026-08-31,Aster Call,Aster Call,BMI,BADGER METER,Information Technology,18,34,-0.01792498,138.074997,135.600006,Aster当日前50,
2026-08-27,2026-08-31,Aster Call,Aster Call,QCOM,Qualcomm,Information Technology,23,7,0.03459156,164.779999,170.479996,Aster当日前50,
2026-08-27,2026-08-31,Aster Call,Aster Call,AESI,ATLAS ENERGY SOLUTIONS,Energy,28,41,0.00808003,12.995000,13.100000,Aster当日前50,
2026-08-27,2026-08-31,Aster Call,Aster Call,SMTC,Semtech Corporation - Common Stock,,35,47,-0.06648871,142.429993,132.960007,Aster当日前50,
2026-08-26,2026-08-31,Aster Call,Aster Call,WMB,Williams Companies,Energy,16,35,0.00839884,74.415001,75.040001,Aster当日前50,
