buy_date,latest_date,strategy,universe,ticker,name,sector,original_rank,current_rank,return,buy_close,latest_close,selection_reason,signal_reason
2026-09-11,2026-09-14,Aster Research,单一趋势 Trend Relay,EBAY,eBay Inc.,Consumer Discretionary,1,3,0.01150810,107.750000,108.989998,Research当日前50,
2026-09-11,2026-09-14,Aster Research,缠论K线 洗盘反转,QCOM,Qualcomm,Information Technology,1,2,-0.01000169,181.970001,180.149994,Research当日前50,
2026-09-11,2026-09-14,Aster Research,单一信号 EMA Cross,SRCE,1ST SOURCE,Financials,1,18,0.00240935,87.160004,87.370003,Research当日前50,
2026-09-11,2026-09-14,Aster Research,单一信号 EMA Candle Capture,VERA,VERA THERAPEUTICS CLASS A,Health Care,1,23,-0.02853067,35.049999,34.049999,Research当日前50,
2026-09-11,2026-09-14,Aster Research,缠论K线 洗盘反转,CDW,CDW Corporation,Information Technology,2,32,-0.01358993,153.789993,151.699997,Research当日前50,
2026-09-11,2026-09-14,Aster Research,单一趋势 Trend Relay,CHRW,C.H. Robinson,Industrials,2,4,0.02965047,152.779999,157.309998,Research当日前50,
2026-09-11,2026-09-14,Aster Research,单一信号 EMA Cross,GSBC,GREAT SOUTHERN BANCORP INC,Financials,2,16,0.00174649,80.160004,80.300003,Research当日前50,
2026-09-11,2026-09-14,Aster Research,v3 Quality Momentum,ONT,ONTERRIS,Industrials,2,40,0.03027823,18.330000,18.885000,Research当日前50,
2026-09-11,2026-09-14,Aster Research,单一信号 EMA Cross,BFST,BUSINESS FIRST BANCSHARES INC,Financials,3,11,0.00190961,31.420000,31.480000,Research当日前50,
2026-09-11,2026-09-14,Aster Research,共识Agent 多榜单共振,EBAY,eBay Inc.,Consumer Discretionary,3,8,0.01150810,107.750000,108.989998,Research当日前50,
2026-09-11,2026-09-14,Aster Research,单一趋势 Trend Relay,FANG,Diamondback Energy,Energy,3,6,0.00365907,204.970001,205.720001,Research当日前50,
2026-09-11,2026-09-14,Aster Research,v3 Quality Momentum,CRC,CALIFORNIA RESOURCES,Energy,4,30,-0.01727184,56.740002,55.759998,Research当日前50,
2026-09-11,2026-09-14,Aster Research,单一信号 EMA Candle Capture,MSGE,MADISON SQUARE GARDEN ENTERTAINMEN,Communication,4,25,0.01322755,79.379997,80.430000,Research当日前50,
2026-09-11,2026-09-14,Aster Research,单一趋势 Trend Relay,ROIV,Roivant Sciences Ltd. - Common Shares,,4,12,0.00489956,40.820000,41.020000,Research当日前50,
2026-09-11,2026-09-14,Aster Research,单一信号 EMA Cross,UNTY,UNITY BANCORP INC,Financials,4,37,-0.00299351,60.130001,59.950001,Research当日前50,
2026-09-11,2026-09-14,Aster Research,v3 Quality Momentum,EBAY,eBay Inc.,Consumer Discretionary,5,34,0.01150810,107.750000,108.989998,Research当日前50,
2026-09-11,2026-09-14,Aster Research,单一信号 EMA Cross,LOGI,Logitech International S.A. - Registered Shares,,5,27,-0.02278477,102.699997,100.360001,Research当日前50,
2026-09-11,2026-09-14,Aster Research,v3 Quality Momentum,ANDE,ANDERSONS INC,Consumer Staples,6,28,0.01000421,70.970001,71.680000,Research当日前50,
2026-09-11,2026-09-14,Aster Research,单一趋势 Trend Relay,LFST,LIFESTANCE HEALTH GROUP,Health Care,6,15,0.03161141,12.970000,13.380000,Research当日前50,
2026-09-11,2026-09-14,Aster Research,缠论K线 洗盘反转,FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,7,13,0.00351952,21.309999,21.385000,Research当日前50,
2026-09-11,2026-09-14,Aster Research,单一信号 EMA Candle Capture,IBM,IBM,Information Technology,7,36,0.02427693,243.235001,249.139999,Research当日前50,
2026-09-11,2026-09-14,Aster Research,单一信号 EMA Cross,OBT,ORANGE COUNTY BANCORP INC,Financials,7,30,0.00261238,38.279999,38.380001,Research当日前50,
2026-09-11,2026-09-14,Aster Research,v5 Risk Adjusted,ARL,AMERICAN REALTY INVESTORS INC,Real Estate,8,45,0.00000000,16.080000,16.080000,Research当日前50,
2026-09-11,2026-09-14,Aster Research,v2 Balanced,EBAY,eBay Inc.,Consumer Discretionary,8,47,0.01150810,107.750000,108.989998,Research当日前50,
2026-09-11,2026-09-14,Aster Research,v3 Quality Momentum,QCOM,Qualcomm,Information Technology,9,20,-0.01000169,181.970001,180.149994,Research当日前50,
2026-09-11,2026-09-14,Aster Research,缠论K线 洗盘反转,VRNS,VARONIS SYSTEMS,Information Technology,9,3,0.05230499,45.119999,47.480000,Research当日前50,
2026-09-11,2026-09-14,Aster Research,单一信号 EMA Cross,NBN,NORTHEAST BANK,Financials,10,7,-0.00309110,132.639999,132.229996,Research当日前50,
